0.200508,0.2005,8.01403e-06,24491520000,0
0.200511,0.199924,0.000587102,24493510000,100
0.200508,0.199906,0.000602052,24495540000,200
0.200505,0.20009,0.000414125,24497540000,300
0.199368,0.20018,-0.000811053,24499540000,400
0.199102,0.199926,-0.000824121,24501550000,500
0.198661,0.199138,-0.00047632,24503560000,600
0.19762,0.197673,-5.32839e-05,24505560000,700
0.195592,0.195448,0.000144707,24507560000,800
0.192891,0.192426,0.000464684,24509570000,900
0.18926,0.18863,0.000629595,24511570000,1000
0.18449,0.184132,0.000358809,24513570000,1100
0.178942,0.179058,-0.000115791,24515580000,1200
0.173298,0.173589,-0.000290879,24517580000,1300
0.166671,0.167957,-0.00128581,24519580000,1400
0.161137,0.162449,-0.00131145,24521580000,1500
0.157721,0.157404,0.000316889,24523590000,1600
0.155528,0.153216,0.0023121,24525590000,1700
0.151855,0.150331,0.00152386,24527590000,1800
0.149545,0.149248,0.000296449,24529600000,1900
